token	lemma	pos
hi	hij	pron(pers,3,sing)	
vrome	vroom	n(sing)	
ende	en	conj(coord)	
scade	schade	n(sing)

ic	ik	pron(pers,1,sing)	
zie	zien	v(fin,pres,lex)	
die	de	art(def)	
zee	zee	n(sing)	
ic	ik	pron(pers,1,sing)	
zie	zien	v(fin,pres,lex)	
die	de	art(def)	
vloet	vloed	n(sing)

ic	ik	pron(pers,1,sing)	
settere	zetten+daar	v(fin,pres,lex)+adv(dem)	
willins	willens	adv(gener)	
in	in	adp()	
den	de	art(def)	
voet	voet	n(sing)

bi	bij	adp()	
eenen	een	art(indef)	
dommen	dom	adj()	
rade	raad	n(sing)

wien	wie	pron(inter)	
maghics	mogen+ik+dat	v(fin,pres,aux_cop)+pron(pers,1,sing)+pron(dem)	
draghen	dragen	v(infin)	
euel	euvel	adj()	
moet	moed	n(sing)

of	of	conj(subord)	
mi	ik	pron(pers,1,sing)	
die	de	art(def)	
stroem	stroom	n(sing)	
metter	met+de	adp()+art(def)	
spoet	spoed	n(sing)

draghet	dragen	v(fin,pres,lex)	
inden	in+de	adp()+art(def)	
ghewade	gewad	n(sing)

of	of	conj(subord)	
ic	ik	pron(pers,1,sing)	
quaet	kwaad	n(sing)	
kenne	kennen	v(fin,pres,lex)	
ende	en	conj(coord)	
goet	goed	n(sing)

ende	en	conj(coord)	
ic	ik	pron(pers,1,sing)	
mi	mij	pron(pers,1,sing)	
veinse	veinzen	v(fin,pres,lex)	
verwoet	verwoed	adj()

men	men	pron(indef)	
saelt	zullen+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
claghen	klagen	v(infin)	
spade	spade	adv(gener)

dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
mi	mij	pron(refl,1,sing)	
verlade	verladen	v(fin,pres,lex)

sulc	zulk	pron(indef)	
thyent	tijgen	v(fin,pres,lex)	
den	de	art(def)	
vrouwen	vrouw	n(plu)	
vpsien	opzien	v(infin)

dat	dat	conj(subord)	
si	zij	pron(pers,3,plu)	
hem	hij	pron(pers,3,plu)	
dat	dat	art(def)	
herte	hart	n(sing)	
ontien	onttijgen	v(fin,pres,lex)

alse	als	conj(comp)	
die	de	art(def)	
steen	steen	n(sing)	
die	de	art(def)	
naelde	naald	n(sing)

hi	hij	pron(pers,3,sing)	
dinct	dunken	v(fin,pres,aux_cop)	
mi	ik	pron(pers,1,sing)	
mesdoen	misdoen	v(infin)	
in+dien	indien	adv(gener)

wilde	willen	v(fin,past,aux_cop)	
hi	hij	pron(pers,3,sing)	
der	de	art(def)	
waerheit	waarheid	n(sing)	
ghien	gie‘n	v(infin)

dat	dat	pron(rel)	
hi	hij	pron(pers,3,sing)	
daer+toe	daartoe	pronadv(dem)	
taelde	talen	v(fin,past,lex)

wat	wat	pron(inter)	
moghens	mogen+het	v(fin,pres,lex)+pron(pers,3,sing)	
vrouwen	vrouw	n(plu)	
dat	dat	conj(subord)	
manne	man	n(plu)	
plien	plegen	v(fin,pres,lex)

so	zo	adv(gener)	
nauwe	nauw	adv(gener)	
om	om	adp()	
hare	haar	pron(poss)	
scoenheit	schoonheid	n(sing)	
spien	spieden	v(infin)

wies	wie+zijn	pron(inter)+v(fin,pres,aux_cop)	
diese	die+zij	pron(rel)+pron(pers,3,plu)	
daer+toe	daar+toe	pronadv(dem)	
haelde	halen	v(fin,past,lex)

wilde	willen	v(fin,past,aux_cop)	
die	de	art(def)	
claghere	klager	n(sing)	
in	in	adp()	
tijt	tijd	n(sing)	
vlien	vlieden	v(infin)

sone	zo+ne	adv(gener)+adv(neg)	
mochtem	mogen+hij	v(fin,past,aux_cop)+pron(pers,3,sing)	
niet	niet	adv(neg)	
messchien	misschieden	v(infin)

ende	en	conj(coord)	
hi	hij	pron(pers,3,sing)	
den	de	art(def)	
sin	zin	n(sing)	
verstaelde	verstalen	v(fin,past,lex)

eer	eer	conj(subord)	
hem	hij	pron(pers,3,sing)	
therte	het+hart	art(def)+n(sing)	
daelde	dalen	v(fin,past,lex)

vrauwen	vrouw	n(plu)	
sijn	zijn	v(fin,pres,aux_cop)	
bi	bij	adp()	
natueren	natuur	n(sing)	
goet	goed	adj()

si	zij	pron(pers,3,plu)	
slachten	slachten	v(fin,pres,lex)	
den	de	art(def)	
wine	wijn	n(sing)	
enter	en+de	conj(coord)+art(def)	
gloet	gloed	n(sing)

die	die	pron(rel)	
de	de	art(def)	
weerelt	wereld	n(sing)	
verbliden	verblijden	v(fin,past,lex)

want	want	conj(subord)	
wie	wie	pron(rel)	
des	de	art(def)	
wijns	wijn	n(sing)	
te	te	adv(gener)	
vele	veel	num(indef)	
in+doet	indoen	v(fin,pres,lex)

ende	en	conj(coord)	
te	te	adv(gener)	
naer	naar	adv(gener)	
den	de	art(def)	
viere	vuur	n(sing)	
set	zetten	v(fin,pres,lex)	
den	de	art(def)	
voet	voet	n(sing)

hine	hij+ne	pron(pers,3,sing)+adv(neg)	
caens	kunnen+het	v(fin,pres,lex)+pron(pers,3,sing)	
niet	niet	adv(neg)	
gheliden	gelijden	v(infin)

waren	zijn	v(fin,past,aux_cop)	
die	de	art(def)	
manne	man	n(plu)	
also	alzo	adv(dem)	
behoet	behoeden	v(participle,past)

dat	dat	conj(subord)	
si	zij	pron(pers,3,plu)	
oghen	oog	n(plu)	
sin	zin	n(sing)	
ende	en	conj(coord)	
moet	moed	n(sing)

wel	wel	adv(gener)	
consten	kunnen	v(fin,past,aux_cop)	
besniden	besnijden	v(infin)

o	zo	adv(gener)	
ware	zijn	v(fin,past,aux_cop)	
vrouwen	vrouw	n(plu)	
minne	min	n(sing)	
spoet	spoed	adj()

worden	worden	v(fin,past,aux_cop)	
si	zij	pron(pers,3,plu)	
van	van	adp()	
minnen	min	n(sing)	
verwoet	verwoed	adj()

dompelike	dommelijk	adv(gener)	
toe	te	adp()	
tiden	tijden	v(fin,pres,lex)

dit	dit	pron(dem)	
doet	doen	v(fin,pres,lex)	
vrouwen	vrouw	n(plu)	
beniden	benijden	v(participle,past)

dat	dat	conj(subord)	
men	men	pron(indef)	
te	te	adv(gener)	
lettel	luttel	adv(gener)	
ghetrouwe	getrouw	adj()	
kint	kennen	v(fin,pres,lex)

vrouwen	vrouw	n(plu)	
claghic	klagen+ik	v(fin,pres,lex)+pron(pers,1,sing)	
niet	niet	adv(neg)	
een	een	art(indef)	
twint	twint	n(sing)

bi	bij	adp()	
eere	een	art(indef)	
maniere	manier	n(sing)

want	want	conj(coord)	
wat	wat	pron(rel)	
so	zo	adv(gener)	
men	men	pron(indef)	
vele	veel	adv(gener)	
vint	vinden	v(fin,pres,lex)

wert	worden	v(fin,pres,aux_cop)	
onwert	onwaard	adj()	
ende	en	conj(coord)	
onghemint	ongemind	adj()

ende	en	conj(coord)	
men	men	pron(indef)	
copet	kopen+het	v(fin,pres,lex)+pron(pers,3,sing)	
ondiere	onduur	adv(gener)

manne	man	n(plu)	
sijn	zijn	pron(poss)	
loser	loos	adj()	
dan	dan	conj(comp)	
die	de	art(def)	
wint	wind	n(sing)

hare	haar	pron(poss)	
scone	schoon	adj()	
claghen	klaag	n(sing)	
vrouwen	vrouw	n(plu)	
verblint	verblinden	v(fin,pres,lex)

want	want	conj(subord)	
si	zij	pron(pers,3,plu)	
sijn	zijn	v(fin,pres,aux_cop)	
goedertiere	goedertieren	adj()

grote	groot	adj()	
sonden	zonde	n(plu)	
hi	hij	pron(pers,3,sing)	
hem	hij	pron(refl,3,sing)	
bewint	bewinden	v(fin,pres,lex)

die	die	pron(rel)	
valsche	vals	adj()	
worden	woord	n(plu)	
vrouwen	vrouw	n(plu)	
toe+sint	toezenden	v(fin,pres,lex)

god	god	n(sing)	
die	die	pron(rel)	
moetene	moeten+hij	v(fin,pres,aux_cop)+pron(pers,3,sing)	
schiere	schier	adv(gener)

senden	zenden	v(infin)	
ten	te+de	adp()+art(def)	
helschen	hels	adj()	
viere	vier	n(sing)

vvat	wat	pron(inter)	
mochte	mogen	v(fin,past,aux_cop)	
verhieue	vrouw+eva	n(sing)+n(prop)	
dat	dat	conj(subord)	
adm	adam	n(prop)

dor	door	adp()	
haren	haar	pron(poss)	
wille	wil	n(sing)	
den	de	art(def)	
appel	appel	n(sing)	
nam	nemen	v(fin,past,lex)

dat	dat	pron(rel)	
wi	wij	pron(pers,1,plu)	
noch	nog	adv(gener)	
besteruen	besterven	v(infin)

ic	ik	pron(pers,1,sing)	
waenre	wanen+het	v(fin,past,lex)+pron(pers,3,sing)	
ons	ons	pron(poss)	
vordeel	voordeel	n(sing)	
ane+quam	aankomen	v(fin,past,lex)

want	want	conj(subord)	
hier+omme	hierom	pronadv(dem)	
themelsche	dat+hemels	art(def)+adj()	
lam	lam	n(sing)

wart	worden	v(fin,past,aux_cop)	
mensche	mens	n(sing)	
tonser	te+ons	adp()+pron(poss)	
bederue	bederf	n(sing)

hi	hij	pron(pers,3,sing)	
versoende	verzoenen	v(fin,past,lex)	
den	de	art(def)	
vader	vader	n(sing)	
gram	gram	adj()

ende	en	conj(coord)	
wijsde	wijzen	v(fin,past,lex)	
den	de	art(def)	
wech	weg	n(sing)	
enten	en+de	conj(coord)+art(def)	
dam	dam	n(sing)

toter	tot+de	adp()+art(def)	
hogher	hoog	adj()	
heruen	erf	n(sing)

selsienre	zelsen	adj()	
dinc	ding	n(sing)	
noit	nooit	adv(neg)	
man	man	n(sing)	
vernam	vernemen	v(fin,past,lex)

dan	dan	conj(comp)	
die	de	art(def)	
maghet	maagd	n(sing)	
gode	god	n(prop)	
maecte	maken	v(fin,past,lex)	
so	zo	adv(gener)	
tam	tam	adj()

dat	dat	conj(subord)	
hi	hij	pron(pers,3,sing)	
eene+weruen	eenwerf	adv(gener)

om	om	adp()	
ons	wij	pron(pers,1,plu)	
wilde	willen	v(fin,past,aux_cop)	
steruen	sterven	v(infin)

vvat	wat	pron(inter)	
maken	maken	v(fin,pres,lex)	
quaet+sprekers	kwaadspreker	n(plu)	
ghescal	geschal	n(sing)

vrauwen	vrouw	n(plu)	
dadent	doen+het	v(fin,past,lex)+pron(pers,3,sing)	
wel+na	welna	adv(gener)	
al	al	adv(gener)

dat	dat	conj(subord)	
dit	dit	pron(dem)	
wonder	wonder	n(sing)	
ghesciede	geschieden	v(fin,past,lex)

al	al	pron(indef)	
dat	dat	pron(rel)	
es	zijn	v(fin,pres,lex)	
ende	en	conj(coord)	
wesen	wezen	v(infin)	
sal	zullen	v(fin,pres,aux_cop)

ende	en	conj(coord)	
dat	dat	pron(rel)	
oint	ooit	adv(indef)	
was	zijn	v(fin,past,aux_cop)	
sonder	zonder	adp()	
ghetal	getal	n(sing)

inghele	engel	n(plu)	
ende	en	conj(coord)	
liede	lieden	n(plu)

beueden	beveden	v(fin,past,lex)	
groot	groot	adj()	
ende	en	conj(coord)	
smal	smal	adj()

maria	maria	n(prop)	
ghenas	genezen	v(fin,past,lex)	
den	de	art(def)	
val	val	n(sing)

van	van	adp()	
meinscheliken	menselijk	adj()	
diede	diet	n(sing)

soe	zij	pron(pers,3,sing)	
was	zijn	v(fin,past,aux_cop)	
die	de	pron(dem)	
rouede	roven	v(fin,past,lex)	
ende	en	conj(coord)	
stal	stelen	v(fin,past,lex)

die	de	art(def)	
zielen	ziel	n(plu)	
int	in+dat	adp()+art(def)	
helsche	hels	adj()	
dal	dal	n(sing)

dies	die	pron(rel)	
lucifer	lucifer	n(prop)	
beghiede	begie‘n	v(fin,past,lex)

want	want	conj(coord)	
het	het	pron(pers,3,sing)	
was	zijn	v(fin,past,aux_cop)	
sine	zijn	pron(poss)	
meiseniede	meisniede	n(sing)

iacop	jacob	n(prop)	
du	du	pron(pers,2,sing)	
best	zijn	v(fin,pres,aux_cop)	
den	de	art(def)	
vrouwen	vrouw	n(plu)	
hout	houd	adj()

du	du	pron(pers,2,sing)	
gheues	geven	v(fin,pres,lex)	
den	de	art(def)	
mannen	man	n(plu)	
al	al	adv(gener)	
de	de	art(def)	
scout	schuld	n(sing)

ic	ik	pron(pers,1,sing)	
wanict	wanen+ic+het	v(fin,pres,aux_cop)+pron(pers,1,sing)+pron(pers,3,sing)	
best	best	adv(gener)	
ghedoghe	gedogen	v(infin)

ic	ik	pron(pers,1,sing)	
vergheue	vergeven	v(fin,pres,lex)	
al	al	adj()	
onghedout	ongeduld	n(sing)

allen	al	pron(indef)	
vrouwen	vrouw	n(plu)	
jonc	jong	adj()	
ende	en	conj(coord)	
hout	oud	adj()

omme	om	adp()	
die	de	art(def)	
vrouwe	vrouw	n(sing)	
hoghe	hoog	adj()

daer	daar	adv(rel)	
ons	wij	pron(pers,1,plu)	
af+quam	afkomen	v(fin,past,lex)	
onse	ons	pron(poss)	
behout	behoud	n(sing)

ghedanct	gedanken	v(fin,pres,lex)	
si	zij	pron(pers,3,sing)	
soes	zij+het	pron(pers,3,sing)+pron(pers,3,sing)	
menichfout	menigvoud	adv(gener)

dat	dat	conj(subord)	
soene	zij+hij	pron(pers,3,sing)+pron(pers,3,sing)	
vp+hilt	ophouden	v(fin,past,lex)	
met	met	adp()	
soghe	zog	n(sing)

die	die	pron(rel)	
ons	wij	pron(pers,1,plu)	
benam	benemen	v(fin,past,lex)	
dat	dat	art(def)	
helsche	hels	adj()	
cout	koud	n(sing)

in	in	adp()	
hare	zij	pron(pers,3,sing)	
bem	zijn	v(fin,pres,lex)	
ic	ik	pron(pers,1,sing)	
te	te	adp()	
hendene	einden	v(infin)	
bout	boud	adj()

onse	ons	pron(poss)	
dyaloghe	dialoog	n(sing)

in	ik+ne	pron(pers,1,sing)+adv(neg)	
vraghe	vraag	v(fin,pres,lex)	
nemmeer	nimmer	adv(neg)	
no	noch	conj(coord)	
ne	ne	adv(neg)	
toghe	togen	v(fin,pres,lex)

dander	de+ander	art(def)+adj()	
martijn	martijn	n(prop)

martijn	martijn	n(prop)	
slaepstu	slapen+du	v(fin,pres,lex)+pron(pers,2,sing)	
slaept	slapen	v(fin,pres,lex)	
dijn	dijn	pron(poss)	
sin	zin	n(sing)

spreect	spreken	v(imp)	
heuestu	hebben+du	v(fin,pres,aux_cop)+pron(pers,2,sing)	
gheen	geen	pron(indef)	
spreken	spreken	v(infin)	
in	in	adp()

du	du	pron(pers,2,sing)	
dinx	dunken	v(fin,pres,aux_cop)	
mi	ik	pron(pers,1,sing)	
al	al	adv(gener)	
verdoren	verdoren	v(infin)

dune	du+ne	pron(pers,2,sing)+adv(neg)	
achtes	achten+het	v(fin,past,lex)+pron(pers,3,sing)	
meer	meer	num(indef)	
no	noch	conj(coord)	
min	min	adv(gener)

dan	dan	conj(comp)	
omme	om	adp()	
weelde	weelde	n(sing)	
ende	en	conj(coord)	
om	om	adp()	
ghewin	gewin	n(sing)

wiltu	willen+du	v(fin,pres,aux_cop)+pron(pers,2,sing)	
di	du	pron(pers,2,sing)	
dus	dus	adv(dem)	
versmoren	versmoren	v(infin)

waert	zijn+het	v(fin,past,aux_cop)+pron(pers,3,sing)	
al	al	adv(gener)	
dijn	dijn	pron(poss)	
dat	dat	pron(dem)	
comt	komen	v(fin,pres,lex)	
int	in+dat	adp()+art(def)	
swin	zwin	n(sing)

gout	goud	n(sing)	
seluer	zilver	n(sing)	
stael	staal	n(sing)	
loet	lood	n(sing)	
yser	ijzer	n(sing)	
tin	tin	n(sing)

so	zo	adv(resum)	
bleuestu	blijven+du	pron(pers,2,sing)+v(fin,pres,aux_cop)	
verloren	verliezen	v(participle,past)

daetstu	doen+du	adv(gener)+conj(subord)+pron(pers,2,sing)	
ter	te+de	adp()+art(def)	
doghet	deugd	n(sing)	
gheen	geen	pron(indef)	
beghin	begin	n(sing)

hef	heffen	v(imp)	
vp	op	v(prtcl)	
dijn	dijn	pron(poss)	
houet	hoofd	n(sing)	
ende	en	conj(coord)	
dinen	dijn	pron(poss)	
kin	kin	n(sing)

tontijt	te+ontijd	adp()+n(sing)	
waerstu	zijn+du	v(fin,past,lex)+pron(pers,2,sing)	
gheboren	geboren	v(participle,past)

heuestu	hebben+du	v(fin,pres,aux_cop)+pron(pers,2,sing)	
dat	dat	art(def)	
dichten	dichten	v(infin)	
verzworen	verzworen	v(infin)

iacop	jacob	n(prop)	
du	du	pron(pers,2,sing)	
woens	wonen	v(fin,past,lex)	
inden	in+de	adp()+art(def)	
dam	dam	n(sing)

ende	en	conj(coord)	
ic	ik	pron(pers,1,sing)	
te	te	adp()	
dorderecht	dordrecht	n(prop)	
dies	dies	pron(resum)	
bem	zijn	v(fin,pres,aux_cop)	
ic	ik	pron(pers,1,sing)	
gram	gram	adj()

dat	dat	conj(subord)	
wi	wij	pron(pers,1,plu)	
dus	dus	adv(dem)	
sijn	zijn	v(fin,pres,aux_cop)	
versceeden	verscheiden	v(participle,past)

weetstu	weten+du	v(fin,pres,lex)+pron(pers,2,sing)	
wat	wat	pron(rel)	
mi	ik	pron(pers,1,sing)	
oit	ooit	adv(indef)	
mesquam	miskomen	v(fin,past,lex)

dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
bate	baat	n(sing)	
noch	nog	adv(gener)	
nie	niet	adv(neg)	
vernam	vernemen	v(fin,past,lex)

ant	aan+dat	adp()+art(def)	
dichten	dichten	v(infin)	
van	van	adp()	
ons	wij	pron(pers,1,plu)	
beeden	beide	num(indef)

so	zo	adv(resum)	
es	zijn	v(fin,pres,aux_cop)	
mi	ik	pron(pers,1,sing)	
die	de	art(def)	
sin	zin	n(sing)	
worden	worden	v(participle,past)	
so	zo	adv(gener)	
lam	lam	adj()

dat	dat	conj(subord)	
icker	ik+daar	pron(pers,1,sing)+adv(rel)	
node	node	adv(gener)	
weder	weder	adv(gener)	
an+quam	aankomen	v(fin,past,lex)

dit	dit	pron(dem)	
deet	doen	v(fin,past,aux_cop)	
mi	ik	pron(pers,1,sing)	
verleeden	verleden	v(infin)

du	du	pron(pers,2,sing)	
wecs	wekken	v(fin,pres,lex)	
mi	ik	pron(pers,1,sing)	
alse	als	conj(comp)	
een	een	art(indef)	
stotel	stotel	adj()	
ram	ram	n(sing)

al	al	conj(subord)	
bestu	zijn+du	v(fin,pres,aux_cop)+pron(pers,2,sing)	
wilt	wild	adj()	
du	du	pron(pers,2,sing)	
werts	worden	v(fin,pres,aux_cop)	
tam	tam	adj()

leere	leer	v(imp)	
dine	dijn	pron(poss)	
worden	woord	n(plu)	
cleeden	kleden	v(infin)

soetelike	zoetelijk	adv(gener)	
ende	en	conj(coord)	
ghereeden	gereden	v(participle,past)

martijn	martijn	n(prop)	
vrient	vriend	n(sing)	
hebbic	hebben+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
messeit	miszeggen	v(participle,past)

ic	ik	pron(pers,1,sing)	
bems	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
te	te	adp()	
beterne	beteren	v(infin)	
ghereit	gereed	adj()

ic	ik	pron(pers,1,sing)	
wils	willen	v(fin,pres,aux_cop)	
al	al	adv(gener)	
vp	op	adp()	
hu	du	pron(pers,2,sing)	
bliuen	blijven	v(infin)

maer	maar	conj(coord)	
verstant	verstaan	v(imp)	
mi	ik	pron(pers,1,sing)	
ende	en	conj(coord)	
ontbint	ontbinden	v(imp)

eene	een	art(indef)	
dinc	ding	n(sing)	
die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
vp	op	adp()	
therte	dat+hart	art(def)+n(sing)	
leit	liggen	v(fin,pres,lex)

die	die	pron(dem)	
willic	willen+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
hu	gij	pron(pers,2,sing)	
bescriuen	beschrijven	v(infin)

daer	daar	pronadv(rel)	
hare	zij	pron(refl,3,sing)	
die	de	art(def)	
weerelt	wereld	n(sing)	
mede	mede	pronadv(rel)	
meit	meien	v(fin,pres,lex)

ne	ne	adv(neg)	
dade	doen	v(fin,past,lex)	
dat	dat	conj(subord)	
lief	lief	n(sing)	
worde	worden	v(fin,pres,aux_cop)	
leit	leed	n(sing)

ende	en	conj(coord)	
dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
minne	min	n(sing)	
van	van	adp()	
wiuen	wijf	n(plu)

wat	wat	pron(indef)	
dat	dat	pron(dem)	
es	zijn	v(fin,pres,lex)	
in	in	adp()	
dese	deze	pron(dem)	
weerelt	wereld	n(sing)	
breit	breed	adj()

steden	stad	n(plu)	
bosch	bos	n(sing)	
berch	berg	n(sing)	
ende	en	conj(coord)	
preit	preet	n(sing)

soude	zullen	v(fin,past,aux_cop)	
men	men	pron(indef)	
verdriuen	verdrijven	v(infin)

wildemen	willen+men	v(fin,past,aux_cop)+pron(indef)	
minne	min	n(sing)	
ontliuen	ontlijven	v(infin)

so	zo	adv(gener)	
jacop	jacob	n(prop)	
dit	dit	pron(dem)	
was	zijn	v(fin,past,aux_cop)	
oint	ooit	adv(indef)	
dijn	dijn	pron(poss)	
doen	doen	n(sing)

van	van	adp()	
vrouwen	vrouw	n(plu)	
moeste	moeten	v(fin,past,aux_cop)	
dijn	dijn	pron(poss)	
sermoen	sermoen	n(sing)

of	of	conj(coord)	
beghinnen	beginnen	v(infin)	
of	of	conj(coord)	
enden	einden	v(infin)

waerstu	zijn+du	v(fin,past,lex)+pron(pers,2,sing)	
een	een	art(indef)	
dorper	dorper	n(sing)	
du	du	pron(pers,2,sing)	
spraex	spreken	v(fin,past,lex)	
van	van	adp()	
coen	koe	n(plu)

nu	nu	adv(dem)	
es	zijn	v(fin,pres,aux_cop)	
dine	dijn	pron(poss)	
herte	hart	n(sing)	
dies	dat	pron(dem)	
ontfloen	ontvlieden	v(participle,past)

doch	doch	adv(gener)	
willix	willen+ik+het	v(fin,pres,aux_cop)+pron(pers,1,sing)+pron(pers,3,sing)	
mi	ik	pron(refl,1,sing)	
ghenenden	genenden	v(infin)

ende	en	conj(coord)	
steken	steken	v(infin)	
af	af	v(prtcl)	
minen	mijn	pron(poss)	
caproen	kaproen	n(sing)

ende	en	conj(coord)	
horen	horen	v(infin)	
watti	wat+du	pron(inter)+pron(pers,2,sing)	
hier+toe	hiertoe	pronadv(dem)	
spoen	spoen	v(fin,pres,lex)

dattu	dat+du	conj(subord)+pron(pers,2,sing)	
den	de	art(def)	
onbekenden	onbekend	adj()

martine	martijn	n(prop)	
niene	niet+ne	adv(neg)+adv(neg)	
laets	laten	v(fin,pres,aux_cop)	
gheroen	geroe‘n	v(infin)

al	al	conj(subord)	
haddic	hebben+ik	v(fin,past,lex)+pron(pers,1,sing)	
ane	aan	adp()	
ii	2	num(card)	
yserine	ijzeren	adj()	
scoen	schoen	n(plu)

in	ik+ne	pron(pers,1,sing)+adv(neg)	
mochtu	mogen+du	v(fin,pres,aux_cop)+pron(pers,2,sing)	
niet	niet	adv(neg)	
ontwenden	ontwenden	v(infin)

nu	nu	adv(dem)	
sprec	spreken	v(imp)	
ic	ik	pron(pers,1,sing)	
saelt	zullen+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
ontbenden	ontbinden	v(infin)

martijn	martijn	n(prop)	
du	du	pron(pers,2,sing)	
sout	zullen	v(fin,past,aux_cop)	
mi	ik	pron(pers,1,sing)	
verstaen	verstaan	v(infin)

eene	een	art(indef)	
vrouwe	vrouw	n(sing)	
wel+ghedaen	welgedaan	adj()

heuet	hebben	v(fin,pres,aux_cop)	
mi	ik	pron(pers,1,sing)	
gheuaen	vangen	v(participle,past)	
met	met	adp()	
minnen	min	n(sing)

al	al	pron(indef)	
dat	dat	pron(rel)	
gode	god	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
onderdaen	onderdaan	adj()

lietic	laten+ik	v(fin,past,lex)+pron(pers,1,sing)	
al	al	adv(gener)	
om	om	adp()	
hare	zij	pron(pers,3,sing)	
gaen	gaan	v(infin)

mochticse	mogen+ik+zij	v(fin,pres,aux_cop)+pron(pers,1,sing)+pron(pers,3,sing)	
ghewinnen	gewinnen	v(infin)

nochtan	nochtan	adv(gener)	
weetic	weten+ik	v(fin,pres,lex)+pron(pers,1,sing)	
wel	wel	adv(gener)	
sonder	zonder	adp()	
waen	waan	n(sing)

dat	dat	conj(subord)	
soe	zij	pron(pers,3,sing)	
mijns	ik	pron(pers,1,sing)	
niet	niet	adv(neg)	
en	ne	adv(neg)	
acht	achten	v(fin,pres,lex)	
i	een	num(card)	
spaen	spaan	n(sing)

mijn	mijn	pron(poss)	
herte	hart	n(sing)	
doet	doen	v(fin,pres,aux_cop)	
mi	ik	pron(pers,1,sing)	
bekinnen	bekennen	v(infin)

al	al	conj(subord)	
souder	zullen+daar	v(fin,past,aux_cop)+pronadv(dem)	
omme	om	pronadv(dem)	
die	de	art(def)	
weerelt	wereld	n(sing)	
vergaen	vergaan	v(infin)

dat	dat	conj(subord)	
soe	zij	pron(pers,3,sing)	
mi	ik	pron(pers,1,sing)	
niet	niet	adv(neg)	
en	ne	adv(neg)	
soude	zullen	v(fin,past,aux_cop)	
ontfaen	ontvangen	v(infin)

in	in	adp()	
hare	haar	pron(poss)	
herte	hart	n(sing)	
binnnen	binnen	adv(gener)

hier+toe	hiertoe	pronadv(dem)	
nes	ne+zijn	adv(neg)+v(fin,pres,aux_cop)	
gheen	geen	pron(indef)	
verwinnen	verwinnen	v(infin)

eene	een	art(indef)	
ander	ander	adj()	
vrouwe	vrouw	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
mint	minnen	v(fin,pres,lex)

bouen	boven	adp()	
al	al	pron(indef)	
dat	dat	pron(rel)	
so	zij	pron(pers,3,sing)	
leuende	levend	n(sing)	
kint	kennen	v(fin,pres,lex)

met	met	adp()	
ghestader	gestade	adj()	
trouwen	trouw	n(sing)

die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
gheprijst	prijzen	v(participle,past)	
es	zijn	v(fin,pres,aux_cop)	
niet	niet	adv(neg)	
i	een	num(card)	
twint	twint	n(sing)

maer	maar	conj(coord)	
die	de	art(def)	
scoenste	schoon	adj()	
die	die	pron(rel)	
men	men	pron(indef)	
vint	vinden	v(fin,pres,lex)

ende	en	conj(coord)	
bloeme	bloem	n(sing)	
van	van	adp()	
allen	al	pron(indef)	
vrouwen	vrouw	n(sing)

nu	nu	adv(dem)	
es	zijn	v(fin,pres,aux_cop)	
mijn	mijn	pron(poss)	
herte	hart	n(sing)	
so	zo	adv(gener)	
hart	hard	adj()	
i	een	num(card)	
vlint	vlint	n(sing)

dat	dat	conj(subord)	
soe	zij	pron(pers,3,sing)	
hare	zij	pron(refl,3,sing)	
jet	iet	pron(indef)	
daer+toe	daartoe	pronadv(dem)	
verbint	verbinden	v(fin,pres,lex)

dat	dat	conj(subord)	
soese	zij+zij	pron(pers,3,sing)+pron(pers,3,sing)	
wille	willen	v(fin,pres,aux_cop)	
scouwen	schouwen	v(infin)

hoe	hoe	adv(inter)	
lieue	lief	adj()	
vpsien	opzien	v(infin)	
soe	zij	pron(pers,3,sing)	
mi	ik	pron(pers,1,sing)	
toe+sint	toezenden	v(fin,pres,lex)

het	het	pron(pers,3,sing)	
dinct	dunken	v(fin,pres,aux_cop)	
mire	mijn	pron(poss)	
herte	hart	n(sing)	
sijn	zijn	v(infin)	
i	een	art(indef)	
wint	wind	n(sing)

soe	zij	pron(pers,3,sing)	
liete	laten	v(fin,past,aux_cop)	
hare	zij	pron(pers,3,sing)	
eer	eer	adv(gener)	
bedouwen	bedauwen	v(participle,past)

eer	eer	conj(subord)	
soere	zij+daar	pron(pers,3,sing)+adv(gener)	
omme	om	adp()	
